Id,ProductId,UserId,ProfileName,HelpfulnessNumerator,HelpfulnessDenominator,Score,Time,Summary,Text,Sentiment,Sentiment_Label,review_length
177776,B0012IP658,A2LS72ZJH2TZL8,lychee,3.0,3.0,5.0,1246320000.0,planters daybreak blend berry almond trail mix,"planters daybreak blend berry almond trail mix is a great in between meals snack to stave off hunger. it's also great for busy working people who don't have time for any other sit down snacks. it's also great if you are either trying to lose weight and/or maintain your weight. oh, the best thing about it is that it tastes great !",positive,1,62
472163,B001B1KH1Y,A2IKM8WZS02TE1,Luvinlife,0.0,0.0,5.0,1351036800.0,Love the stuff!,"I've used this stuff for years.  As far as it getting in your nose/mouth whatever, hold it close to the ground and sprinkle a small amount on the holes. It's not to be used inside and only on the ant holes/mounds themselves. A year ago they pulled it off the shelves in my local hardware and big box stores. I was so happy to find it on Amazon.  Can't wait to get back to something that actually works!  Thanks Amazon!",positive,1,80
257250,B002TSA91Q,A3LBQZ0MS513G9,Luc Renambot,0.0,0.0,4.0,1309305600.0,Pretty good,"Pretty good product, fresh and good smell. Decent price with 'subscribe and save'. I'm using my second batch of 3 bottles and still like it.",positive,1,25
504460,B007I7YZJK,AKHKBZEHJ36FQ,Kevin Joseph,1.0,2.0,4.0,1337212800.0,A Refreshing Beverage,"This sugar-free berry-flavored ice tea has a refreshing taste.  With separate powder packages intended for single servings, this is a product that's perfect for use at the office or on travel.  My only complaint is that the amount of power seems excessive for a sincle serving, making it difficult to dissolve the entire packet even in a pint-sized glass and leaving unwanted residue in the glass.",positive,1,66
158312,B004346LH0,AHM6QVD883A3L,H,0.0,0.0,5.0,1331164800.0,Great green tea,Im big on green tea. This is by far the best green tea available in k-cups.  Tastes great iced too!,positive,1,20
17491,B0045Z6K50,A3D9IQGX9A88RM,Joshua,1.0,1.0,5.0,1342742400.0,This is the only K Cup we buy!,"As far as Keurig coffee goes, you have like, a hundred choices.  If you're like me and like strong, smooth coffee, you'll discover that not many of those hundred will give you the flavor you're looking for.  Newman's Own Organics Extra Bold, for me, is the best way to go.  I've tried maybe 20 or 30 different K-Cups that tout the word ""strong"" or ""dark"" etc...  This is definitely my favorite (Starbucks is pretty good too).  But at a reasonable price of about .65 a cup, you really can't go wrong with Newman's Own.<br /><br />I brew this EARLY in the morning, and it wakes me up.  I brew it in the afternoon, and it gives me that last-half-of-the-day pickup.  Give it a try!  At least buy the smallest option available and see what you think.  If you like strong coffee, you won't be disappointed!",positive,1,145
74174,B004JRKEH4,A3OBP99ZV5TG6C,Jay,0.0,0.0,3.0,1319328000.0,If you are hungering for some Taco Bell - this is the sauce for you!,"Interestingly, even when comparing with other sauces, this immediately brought to mind Taco Bell.  I never realized their sauces were so distinctive.<br /><br />With regard to the sauce itself, the consistency is thick, tasting like a mayonnaise base with some BBQ Sauce added and then mixed with some chipotle (minus the seeds). Mildly warm, extremely creamy... certainly not bad... more like comfort food - what you would grab in the middle of the night, not what you would feed to honored guests.<br /><br />So... it fills the bill for standard fare, but would be just as easy to make your own and cut down some of the fat and salt (of which this sauce has a ton of both!!!) and pick up some extra flavor and ""freshness"". Hope this review is helpful.<br /><br />All the best,<br /><br />Jay",neutral,0,138
43302,B007WP3XU0,A2NUSQNNM0H8RO,Brandi,7.0,7.0,1.0,1340150400.0,Dishonest,"After buying this zucchini, banana and amaranth on the package, you would NOT expect that apple puree is the 1st ingredient on the menu.  How do they get away with not listing apple in the name of the product.  Variety is important so it would be nice to know if you are just buying another apple puree.",negative,-1,57
502615,B0083T5TAQ,A1IPLPWQ54YGV5,JoMama,1.0,1.0,1.0,1330646400.0,Bad Item,I ordered this item as a gift for my daughter who had received a Keurig brewer for Christmas. The cups arrived partially opened and with holes in them. She said about 50% of the cups were not usable. This was not a shipping problem but had to have come from the factory like that. She was disappointed and so was I.,negative,-1,61
195710,B000CQC0BE,A1ZUALP7JLSCB3,PG,0.0,0.0,5.0,1350691200.0,Great tea and delivery!,"This tea is the best ever and it is always delivered on time.  I have gotten many people hooked on this tea.  Please always offer this tea.<br /><br />Thank you,<br />PG",positive,1,31
550408,B001SAXPEO,A320QA9HJFUOZO,Zach Morris,7.0,9.0,5.0,1203984000.0,orgasmic,"Kettle Chips are the best potato chip God has ever invented.  I give the Lord thanks every day for delivering unto me such an incredulously delicious blend of ginger and spice, a veritable cornucopia of flavor.  I have actually changed my diet to a strict regiment of the Spicy Thai & Sea Salt and Vinegar flavors, alternating days. I have already lost 5 lbs, not to mention the myriad of other health benefits I have been experiencing. Get your life back - with Kettle Chips.",positive,1,85
399773,B000HDONQC,A17GXQUND6OYLK,Sally,3.0,3.0,5.0,1245801600.0,Great product,"I've been using this for years.  It doesn't require cooking; all you do is pour hot water on it and voila!  It's great for tacos, nachos, or any other Mexican food.  Couldn't be easier and tastes great!  It's also a cheap source of protein when combined with corn.",positive,1,48
126182,B007NVZTO6,ATHTCOG6BB6WK,L. Williams,0.0,0.0,5.0,1346544000.0,Good Chocolate,"This vegan chocolate is really tasty, and it has small pieces of peaches in the bar. I've never tried peaches with chocolate, but the peaches blend in nicely. I am not vegan, but I enjoyed the chocolate bar anyway.",positive,1,39
160238,B000WFM9QQ,A2HGH80EGNOO1I,Think About It,0.0,0.0,5.0,1299974400.0,Dogs can't wait!,My two dogs love this; they bark while I'm getting it ready and then woof it down! It looks good and smells good too.,positive,1,24
291663,B000W7WQX0,A8ZI27KJC71VT,"Rolayne Venator ""rvenator""",1.0,1.0,5.0,1302220800.0,"The First, The Best","I have enjoyed Cornuts brand snacks since i was a little girl.  They are delicious, and just the right substitute for popped corn. Cornuts are the first roasted corn snack food I known about, and they are the best.",positive,1,39
107705,B001F0RRTQ,A1R7E82MN0S8V3,DENNIS,0.0,0.0,5.0,1339459200.0,GREAT DOG TREAT,"""BUFFY"" LOOKS FORWARD TO HER ""TOY"" EVERY AFTERNOON.  MY BIGGEST FEAR IS RUNNING OUT OF REFILLS BEFORE I CAN ORDER AND RECEIVE MORE.",positive,1,23
187007,B000TV8NR2,A1GHV9OT39CT8V,Amazoner,0.0,0.0,5.0,1322092800.0,Great packaging,Same great taste in this large size. The zip lock feature is excellent and had sturdy packaging.  Would buy again.,positive,1,20
338535,B00474OR8G,AY9XWXW7E47E0,"T. Duncan ""TammaHam""",0.0,0.0,5.0,1297814400.0,Good coffee,"Most of the reviews I have read were pretty much how the coffee tasted to people. Since everyone's taste is different, I think it's a moot point. What is important is how fresh the coffee is. I found that each cup had the same freshness so that's a nod to consistency. As for my own personal taste preferences, I drank Folgers Classic Roast for years and since that isn't available in K cup, I've been drinking the Caribou Coffee blend as a replacement. It tastes fine to me and the caffeine keeps me going all day.  I haven't had any problems with using the Caribou Coffee K cup either. When company comes, this is one coffee I don't share :)",positive,1,120
173904,B005HUVI40,AKFDXM1H93UEE,David,4.0,4.0,5.0,1300579200.0,Worth trying out this bold blend,"Very good cup of coffee.  Not as strong as some of the expresso or french roast brands which I also enjoy; so when you want something that has some body too it that's not that strong, then this is an excellent choice.",positive,1,42
462112,B000E199RK,A281NPSIMI1C2R,"Rebecca of Amazon ""The Rebecca Review""",4.0,6.0,5.0,1212019200.0,Hibiscus Flowers,"Researchers in Taiwan have found that an extract of hibiscus flower contains some of the same health-giving compounds as red wine and tea. Many folk medicine traditions use the hibiscus flower to treat high blood pressure and liver problems."" ~Susan Aldridge, PhD, medical journalist<br /><br />The day after happening upon the idea of blending brewed and cooled Passion Herbal Infusion with orange juice, I found the lovely Tazo Iced Tea Collection. They have a recipe for Passion Lemonade and a Passion Tea Smoothie. I'm happy to blend orange juice, a packet of stevia and cooled brewed Passion tea. The taste is surprisingly good.<br /><br />Ingredients: Hibiscus flowers, natural tropical flavors, citric acid, orange peel, licorice root, cinnamon bark, rose hips. Lemongrass and red poppy.<br /><br />The deep purple/red color and hibiscus fragrance is enough to make anyone passionate about tea. Yet, is this really tea? It looks like tea, but it is really an herbal infusion made by steeping hibiscus flowers, orange peel, licorice, cinnamon, rose hips, lemongrass and red poppy in a swirling of hot water.<br /><br />The flavor is slightly reminiscent of hot apple cider or hot cranberry juice. This tea leaves a tingle on your tongue and I think it goes very well with a spoonful of honey.<br /><br />I do think you need two tea bags for each experience, so as to fully intoxicate the senses and experience the magic of the ingredients.<br /><br />Caffeine Free. Since the scent of orange reduces anxiety and hibiscus blossoms are said to lower blood pressure, this tea is a wonderful calming blend.<br /><br />NOTE: Many of my health/herb books say hibiscus flowers are not recommended during pregnancy. Please consult with your doctor before drinking herbal teas.<br /><br />~The Rebecca Review",positive,1,291
<<<<<<< Updated upstream,,,,,,,,No Summary,,positive,1,1
476241,B0000GG256,A3KZU57SKEACCC,Douglas Berry,1.0,3.0,2.0,1299888000.0,Watery and lacking flavor,"I'm always on the lookout for a good salsa, and prefer salsas that deliver both robust flavor and heat. Sadly, Herdez fails on both accounts.<br /><br />My first impression when pour some salsa into a bowl was how much water there was. I had shaken the bottle prior to opening, and expected a better mix. The flavor was weak. For such a simple recipe I expected to taste tomatoes and onions, but there was really nothing there. The heat was also far short of what I expected from a salsa listed as hot. A little of an afterburn, but disappointing.<br /><br />I'll not be buying another bottle. The only reason this isn't a one-star review is that it is affordable and could be used as a base for a better home-brew salsa, but I expect to be able to dig in right out of the jar.",negative,-1,146
497176,B004E4EBMG,A23GS4UGLQBG2V,C. Boudreau,1.0,2.0,3.0,1327449600.0,Great tasting diet tea... sometimes,"When mixed perfectly, the MIO Mango Peach iced tea tastes like a diet version of Chili's Mango iced tea which I am a big fan of.<br /><br />The problem is that it is next to impossible to get a consistent strength. I try for 2 medium squirts for the right flavor, but there is no practical way to measure how much mix you are putting in your glass. It squirts out too hard to measure with a measuring spoon. So, some days it is too strong, and I end up dumping the whole thing. Other days, it starts too weak. Of course, adding more makes it too strong. Like Goldilocks, some days, it ends up just right, and it tastes great.<br /><br />The bottle says that it has 24 servings. I haven't been counting, but it seems like a lot more than 24.",neutral,0,143
475881,B00351JWTQ,ABPSQUU8IARK6,Sal,0.0,0.0,4.0,1330041600.0,very smooth,"Nice cup of coffee, enjoyed it much more than I thought I would. Worth a try, and at a good price.",positive,1,21
564403,B0012AL40W,A3W282GMZ2W9R5,"K. Hoard ""Daddy""",0.0,0.0,1.0,1212796800.0,I'd give it 0 stars if I could !!!,"What a horrible Disappointment!!! I bought these shells and they all broke into pieces before they were even cooked (in fact they still had a hard gummy texture not even close to done and I do like my pasta al dente,so they really weren't done). A bad product and a waste of money. Do not buy these!!",negative,-1,57
266367,B003QKBDX4,A27EW0VUL06GTJ,julia mekelburg,0.0,0.0,4.0,1321488000.0,Love the VIA,"I love Starbucks coffee, but the nearest Starbucks is over 2 hours away!  This allows me to get my fix until I make the trip!",positive,1,25
131717,B003VMVL3O,A291UQUV8M9HKL,"grandma cat ""grandma cat""",0.0,0.0,5.0,1334966400.0,Yum,Love to wake up to a cup of this delicious Hot chocolate. No icky aftertaste just warm delicious comfort. YUM,positive,1,20
504071,B002ESS6RK,A29ZW7JK48T2O0,judith stewart,1.0,1.0,5.0,1297900800.0,Yummy coffee,"Chocolate caramel brownie coffee not only sounds yummy it lives up to its promise. The aroma is wonderful and the flavor is rich. The chocolate and caramel combo is perfect for that first cup in the morning, an afternoom pick me up, or an after dinner treat. I am a big fan of the chocolate coffees and this is one of the great ones. We bought the whole bean variety and will purchase again.",positive,1,74
307709,B007OXJJQ2,A2UZC9XT2746W8,Kentcuky Girl,0.0,0.0,5.0,1330041600.0,WOW WAS THAT FAST!!!!!!!!!!!!!!!,"Love this coffee and couldn't find it where I live.  Ordered on line On February 22, and here it is February 24, and I already have it.  Thank you so much.  Hope to do business again.",positive,1,36
151538,B000H27O8C,A1JXBGA3YFS32K,Immer,0.0,0.0,5.0,1188432000.0,Delicious and cheap....,"It may be a small packet, but it packs a powerful punch. I usually add a little extra water to make it not so strong.",positive,1,25
198192,B000QY9YDY,ARM7FZX5SA59Q,VeganMommy512,1.0,1.0,5.0,1341619200.0,Exactly what I expected (and hoped) it would be,"I'm glad I took a chance on this and gave more weight to the more recent positive reviews. The pieces all arrived in tact and in good condition, and they all fit together properly.<br /><br />As one other person mentioned, it helps if you enjoy the process of pouring the water, waiting, and pouring again. I do enjoy the process, but I also really don't think it takes that long. The water starts draining and dripping almost immediately.<br /><br />I've been looking for an alternative to my french press as part of my ongoing efforts to avoid brewing coffee in a machine that is made of either plastic or aluminum. This absolutely fits the bill.",positive,1,115
508926,B003YBNIME,A1IG16U3CDWL7C,Stacy,2.0,2.0,5.0,1299628800.0,Crackers,"WE love these crackers and have ordered them before. However this time it took forever for them to arrive ...and when they did, they were all broken (smashed )... they were like bread crumbs !!!! Not good.<br /> The Crackers ( when intact) are amazing !",positive,1,46
564204,B005LMLZCO,A1YSK6XT3AB4I3,Melville,0.0,0.0,5.0,1349740800.0,Delicious alternative tea,"Runa is a brand new tea that I drink everyday. I love the balanced, energizing feel I get from it. Apparently guayusa has been drunk for thousands of years in the rain forests of Ecuador and is now making its way to market in the US for the first time. Runa also seems to have a great back story of environmental conservation and social empowerment of indigenous groups. In fact I just heard a story covered on NPR's Marketplace about the partnership between Runa, the socialist Ecuadorian government and the farmers.<br /><br />The Amazon Spice has a nice cinnamon undertone with high notes from the lemongrass, the Ginger Citrus is also really good and slightly spicier from the ginger with clean citrus zest flavor, the traditional is good to see what guayusa by itself tastes like- smooth and naturally, subtly sweet with no tannin. I've never had the spearmint but I bet its good for people who like mint tea.",positive,1,160
16263,B007TJGZ54,A19N3VRQZIWK0T,Satisfied,0.0,0.0,5.0,1332288000.0,Good Coffee,We first tried Green Mountain Breakfast Blend coffee when we purchased our Koerig coffee maker.  The flavor fit us both perfectly.  Now that's all we drink.,positive,1,26
320900,B0006ZN538,A2X2BUPGBTEXRV,karry,0.0,9.0,3.0,1298419200.0,better get at grocery store ?,"I purchased for making macarons and cookies. I have nothing to say in terms of quality and how they package the product.The reason for buying this online was I could not find it at grocery stores I usually go, but I eventually found similar product at wholefoods with the same range of price with the same quality...now I start wondering why I get this online.",neutral,0,65
13404,B003D5JJEC,A28DL4MFYRI60N,retiree,0.0,0.0,5.0,1283990400.0,Great cookies,I had never heard of Walker's biscuits before and I was really surprised how good they were.  The ginger cookies had pieces of ginger in them - delicious and the chocolate biscuits were different and tasted great.  The honey oat biscuits were also very good.  I would like to order them separately.,positive,1,52
498981,B000NMHYO0,AG7EF0SVBQOUX,"WriterGirl ""WriterGirl""",0.0,0.0,5.0,1343606400.0,My Batch Is Great!,"A colleague ordered this and his fire balls are smaller than mine. I'm not sure which size I prefer. They taste the same but the burn factor is a little different. His smaller ones don't seem as hot as my bigger ones. Oh well, they are still delicious!",positive,1,48
248011,B004T3QMD8,A23E9ZPS2RQZS0,"S. Robbins ""talking to a tortoise""",0.0,0.0,5.0,1321920000.0,You know it's Fall when Pumpkin Spice latte appears,"I cheer every year, even if it is still 102 degrees and I see that Starbucks is offering pumpkin spice latte.  The only thing I don't cheer about is the price for this addictive habit.  Now, I can make a pumpkin spice latte that ALMOST tastes like the ones a barrista makes and I don't have to leave a tip!  This flavored coffee has very good  flavors, especially of nutmeg but cinnamon and cloves are in there too.  Like all these coffees, using really hot water and stirring for at least a minute, makes a better cup and prevents the bottom of the cup residue.  This is a light coffee, not a strong robust one so don't think it is going to wake you up in the morning if you did something the night before you shouldn't have!  But it is very nice mid-day or evening treat and won't keep you awake unless you are sensitive to small amounts of caffeine.  You don't really want to serve it with dessert because it is too much like dessert itself but some vanilla flavored cookies go nicely with it.",positive,1,187
305418,B0010UOGWM,A2WURA7XS1L00T,Martin Priest,3.0,6.0,1.0,1283040000.0,After-taste,"We enjoy our soda stream alot.<br />But the syrups you get from them all have a bitter after taste, which is from using the Splendia.<br />Currently looking for better syrups.",negative,-1,30
436270,B006NGE1G4,AIRPAA7NYCR7J,"G. A Wheeler ""gramix""",0.0,0.0,2.0,1302220800.0,Weird taste nothing like caramel,"I read some glowing reviews on blogs of these bars and decided to try this one as it was considered the ""best tasting"" by many.<br /><br />The outer chocolatre itself is good, but the ""caramel truffle"" had a quite unpleasant taste that I did not like at all. After two bites it ended in the garbage. Oh well...<br /><br />For now I'll stick to Lindt 85% Cacao bars which are cheap and meet my needs of a very low sugar chocolate treat.",negative,-1,82
406824,B000LKXCB8,A1VYFVJ175KHKW,"Ben D. ""Life long learner""",0.0,0.0,5.0,1341273600.0,Delicious!,"My family loves the Kitchens of India chick pea curry, butter chicken curry, mild chili pepper curry, and kidney bean curry!",positive,1,21
22986,B004ZIER34,A2FYK4HWXZRLPN,Gregory McMahan,0.0,0.0,3.0,1315872000.0,Works As Advertised,"As a rabid, unrepentant coffee-drinker, I had to try this product.  Although I love the flavor and texture of French roast coffee, it's acidity tends to wreak havoc once inside of me.  Given my (minimum) two-cup a day habit, coffee can be tough going, to say the least.<br /><br />The Puroast brand delivered on the caffeine, but I found the flavor to be a bit bland, both straight and with cream.  I generally like my French roast to be strong, sharp and over-powering (so as to awaken me with a jolt and keep me fully hyped up), but the flip-side of this is typically very high acid content with the usual medical complaints.  To achieve that same full sensory experience, I had to use a bit more of it- about 1.5 times the usual amount of grounds that I brew of typical French roast in order to achieve a similar 'kick' from the coffee.<br /><br />In passing, I also like to spice up my coffee with either 1) a little cinnamon and Kahlua (usually during winter) or 2) one part twenty-year aged rum, minimum two parts Grand Marnier, chasing both with a strong batch of French roast filled to the rim of the mug (a kind of after-dinner dessert on the weekends for me).  I tried the latter recipe with and without a touch of cream, and while typically the coffee tends to eclipse the flavor of the alcohol mix, with Puroast both the aroma and taste of the aged rum and the Gran Marnier came through right nice as my ever-so-sensible British friends are fond of saying.  I also found that for best results with the combo of aged rum and Grand Marnier, Nestle's Coffee Mate French Vanilla product provided the best results, which featured a smooth, even finish combined with a creaminess that was, well, positively orgasmic!<br /><br />In sum, this product is an adequate and satisfying entry to the coffee space, and I highly recommend it to those who literally cannot 'stomach' their coffee.",neutral,0,337
562069,B0068RFY4Q,A2N5P4QZ2IBVNZ,AndiZ,0.0,1.0,4.0,1322611200.0,Great Product!,"I received this as a gift and it was awesome! ""Gourmet gift basket"" indeed! It looks identical to the picture and tasted delicious! I definitely recommend this as a unique, delicious gift for a co-worker or friend!",positive,1,37
352792,B002R8LYWQ,A3GUVVFT1MMI3Z,Bruce Donham,0.0,0.0,5.0,1311120000.0,An Excellent treat for your cats,"My cats loved the treats and gobbled them up right away.  They really enjoyed the treat, I had to hide them or one of my cats would  bat them down to the floor, and try to get into them.",positive,1,39
293826,B000NCW0BC,A3B2BB1JFBNAX5,Linda Cooper,0.0,0.0,5.0,1344124800.0,Smoked Black Pepper,"This pepper is great! I was buying McCormick, but couldn't find it anymore. This pepper has a slightly smoky flavor. Just what I wanted. The grind is perfect, not too fine or chunky. The price is comparable to the McCormick. I use alot of pepper and the bigger jar is better. This company ships FAST. Very satisfied. Will absolutely buy their products again.",positive,1,63
385209,B005VOOM5E,AP8D74QD9LUUL,L. Steiner,1.0,3.0,4.0,1337040000.0,A mild smooth coffee,"There are several things a coffee lover looks for in their brew.. the aroma, the color and the taste are what I look for. When I opened the individual pack, I was hit with a wonderful coffee scent.  The pod looks typical, and are made for a pod machine.  When I made my first cup, since the aroma was strong, I filled the machine with a good sized mug's worth of water, and made a cup.  When it was done, the color was fairly light, so I only added a small amount of milk.  Still, the flavor was a bit too bland for me, and I like a mild coffee.  For the second cup, I used a smaller mug, and in return got a darker, more flavorful cup, so that is my recommendation with this brand.  Some other things I love about this brand:  it's organic, sustainably grown and Fair Trade certified. That's a lot of benefits for only about 75 cents a cup.  The even have their own foundation to support youth soccer programs.  This is a good deal.  The only thing that I would change is the individual wrap, which seems like an excess of packaging for a company dedicated to the environment.",positive,1,205
163387,B005XB3U26,APHNXMHBC7ZNN,"C. Saccente ""Mrs. Shapiro""",1.0,1.0,5.0,1335312000.0,The best K-cup coffee!,"This is the best K-cup coffee I have found yet.  The Pike Place is a close second, but the Sumatra holds up well to a larger cup (either the mug or large mug size).  If you're using a travel mug, stick with the dark roasts.  Wish it came in decaf - I love my Keurig, but I can handle only so much caffeine!<br />Also, I have found the Starbucks K-cups disassemble easily (more so than some of the other brands), the foil removes very cleanly, you can compost the grounds and paper filter, and recycle the plastic.",positive,1,97
156914,B001GINOQC,A1SGU7DG0089P4,C. Hill,0.0,0.0,5.0,1220572800.0,Sahale Pecans,Delicious ... one bite led to another!  Package arrived on time and well wrapped...very impressed with Amazon's delivery.,positive,1,18
165257,B000EVG8J2,A1L01D2BD3RKVO,"B. Miller ""pet person""",0.0,0.0,5.0,1268179200.0,Crunchy & Good Gluten-Free Sandwich Cookies!,"Having tried a couple of other brands of gluten-free sandwich cookies, these are the best of the bunch.  They're crunchy and true to the texture of the other ""real"" cookies that aren't gluten-free.  Some might think that the filling makes them a bit too sweet, but for me that just means I've satisfied my sweet tooth sooner!  The chocolate version from Glutino is just as good and has a true ""chocolatey"" taste - something that isn't there with the other gluten-free brands out there.",positive,1,84
267403,B008MPC2LK,AXHTH0EL75SOJ,"Rowan Oak ""missrowanoak""",1.0,1.0,4.0,1309219200.0,I love Eden brand,"I love Eden brand beans. Much more affordable than in the store. I haven't had any dented cans of beans or any problems. So far, so good!",positive,1,27
33829,B0002DJFUQ,A3EMHRN12JAHDH,TynerLover,9.0,11.0,1.0,1154131200.0,Please Read Label,"I bought these for my two small dogs. A day after they had them,both acted ""off"" ,they refused to eat their canned dog food(Wellness).The only thing different in their daily schedule was the Petrodex Dental Chews. I read the label,it states ""wash hands after handling"". If there is something so toxic in these chews that I must wash my hands after handling,I sure do not want my dogs chewing and eating them.They are in the garbage.If I could have awarded zero stars,I would have.I am going to stick to the Breath Brushers made by Zuke's. Pricier,but worth it to me.",negative,-1,100
199401,B004KAT9HQ,A3RNJFHW9SA4Q2,BLG731,0.0,0.0,5.0,1345334400.0,Something Fishy,"well, this was mailed to Pretoria S Africa because they can not buy there and when last heard they were being rationed! With gusto and smiles! Wish this were available there. great flavor and fun in the mouth if one is lacking in pleasures, this is sure to please!",positive,1,49
27615,B0015D62BW,A3RKIOQRA41GD2,amymonique,0.0,1.0,2.0,1328313600.0,Not crazy about flavor,"Wonderful color I don't know what to say extremely fast delivery. I was surprised how many were really in container. I personally did not like the flavor and couldn't find any of my kids who did. To their credit they did taste like ""juicy pear"" but for me they left a bad after taste in my mouth.",negative,-1,57
515489,B007RJE6M0,A7SK7TU79ZXE5,Pentamom,0.0,0.0,5.0,1346803200.0,Cat loved it,"Canned cat food is much healthier than dry. Grain free cat food is much healthier than one with grains. My cat hates food with ""chunks"" so this nice smooth pate suits her fine. Great food!",positive,1,35
152665,B001HXNIPS,A5GEADM7HZQF7,"milou ""milou""",0.0,0.0,5.0,1327017600.0,just like I remember,"When I was young my mother bought a Swedish rye bread at the A&P. I ate great quantities of it.  Sadly, that product is no longer available.  But this Siljans crisp bread has the same taste and texture as the bread I remember. So I am very happy that I found this.  I hope it will continue to be available.",positive,1,60
439617,B000ZSX4D2,ALE3LQ8C99YKE,shauntell1971,0.0,1.0,4.0,1324080000.0,i love them after i rub some of the salt off!,"smokehouse almonds are great but i just can't take all of the salt so i rub some of the salt off of them and then i go to town, if they sold lightly salted ones i would probably not only be addicted but broke as well from eating them so much love love love this product and will buy again.",positive,1,60
567224,B000LL0R92,A30RH40O7RT9VS,J. Layton,1.0,3.0,3.0,1193616000.0,"I didn't like these, but maybe they are good for you...","These drink are good enought that if you are buying them for health you will like them, but don't think they will be a nice treat to have, there is very little flavor in them.",neutral,0,35
4928,B000FYYOZI,A21J63XJUC5D75,Healthy Lifer,5.0,5.0,2.0,1233705600.0,Popular with some - not me,"All natural beef, but too soft for my taste - doesn't have the 'snap' and drier outer surface that some like.  This is a matter of personal taste - the product is good, just not for everyone.<br />I suggest trying this company's old fashioned cold-smoked beef-sticks.  Strong hickory flavor, a good bite of spice, and drier texture.<br />This company has superb customer service!",negative,-1,63
203321,B0033HPPIY,ADYEUPMJMWZYX,"shopping Mama ""Krista""",1.0,1.0,5.0,1296604800.0,Great Taste,This is a smooth coffee with a good taste.  I don't like overly sweet flavored coffees and this one is perfect.  It has just the right flavor and it is not bitter at all.,positive,1,34
504518,B007I7YZJK,A3TP31S61PPE3G,AlexJouJou,0.0,1.0,3.0,1334793600.0,"Great taste, very sweet, but hard to dissolve","This has a very nice taste. Fruity but with the tea behind it. Though it tastes a bit more like fruit flavored with tea then the reverse. I quite liked it. I drink a lot of these types of beverages so have tasted quite a few of them. I did find it hard to dissolve in cold water. If you have ice in it then it is even harder to dissolve so I recommend water first, add packet, dissolve, then add ice. I found that I only needed half the packet to get the flavor and taste I liked. This is unlike some other drinks where the whole packet in a bottle or container of water is required. It is very sweet and fairly strong. I did not find any bad or bitter taste as can sometimes happen with decaffienated beverages. If it dissolved better it would have had a higher rating. I don't like getting chunks of the powder through my straw as its a bit shocking!",neutral,0,168
125496,B0001VWCV8,AE81ENB16KGTS,"IAN BRUCE-DOUGLAS ""AZLBRAX""",0.0,0.0,5.0,1270684800.0,"YES, INDEED!","These are great!  I use them to make my own Southern-style hot sauce by putting 12 whole peppers in a blender, along with red wine vinegar and some freshly ground organic salt.  Let me put it this way:  I don't buy hot sauce in the stores, anymore!",positive,1,47
219308,B002DMOY6O,A2I0UHCXN3330S,just me,1.0,2.0,5.0,1301616000.0,very good,just got these 3 jars with exp 11-15-11<br />that is just fine 7 months freshness<br />excellent taste/i believe i remember seeing on tv a taste<br />taste which hellman's mayo won..<br />no complaints<br />nothing wrong with any of my jars<br />used subscribe and save and another promotion coupon from amazon<br />16.26 free ship no wasted gas<br />delighted with amazon as always,positive,1,60
547352,B006HYLW32,A33UWPTRAU4W3C,Edwin Burnett,1.0,1.0,5.0,1272672000.0,WOW! THIS IS LO-CAL?!?,"THESE CHIPS HAVE A VERY UNIQUE CRUNCH, AND ARE VERY TASTY. I NOW BUY THE VARIETY PACKS BECAUSE I LIKE ALL 6 FLAVORS. THE SINGLE SERVE BAGS YIELD 1 POINT, PER MY WEIGHTWATCHER AFFICIANADO WIFE.",positive,1,35
98530,B004GW6O9E,A99QSLY0QF2YQ,J. Calouro,0.0,0.0,4.0,1251072000.0,Good tasting bar,"The taste is one of the better tasting Larabars I've had. It has a slight sour taste because of the dried fruit pieces, but it's less noticeable then some of the others. All and all it's pretty good. Definitely filling.",positive,1,40
51333,B000E65OV0,AOBDNEL4GK4G6,D. Weiss,1.0,1.0,5.0,1278633600.0,Rooibos Tea,I love this decaf tea!  I love the convenience of ordering it by the case.,positive,1,15
180623,B000CQBZQK,A30WNVV57QHQVG,A. Law,1.0,2.0,4.0,1242777600.0,Very different from bigelow and twinnings earl grey,"I can't say if I like it's formulation more or less than the bigelow and twinning's earl grey teas because it's so different that to me, I wouldn't have guessed it was 'earl grey' in a blind taste test (since I'm so used to the bigelow and twinnings formulations).  It's definitely a lot stronger than the other two in taste.",positive,1,60
560896,B001E50R4Y,A1NEHGPSBS57WC,"Robin Johnson Esak ""Robin Johnson Esak""",1.0,2.0,5.0,1319760000.0,Can you go wrong with bacon?,"There's not much to say here except that the dogs LOVE Beggin' Strips. They act very put out when we give them lesser treats (""Milk Bones""? They put their noses up at it). I don't see much difference between the with cheese and without cheese varieties and the dogs don't seem to care. This particular unit is two 25-ounce bags and we find that one bag lasts us approximately two to three weeks. We have two dogs and we give them treats, probably, two to four times a day depending on who's around. This is a cheaper way to get them than Wal-Mart.",positive,1,103
296548,B001D0GV5E,AGLKENC7EJDYW,"4u2 ""FAB""",1.0,1.0,1.0,1268092800.0,Not the best,I found this particular green tea to be to bitter tasting.  I will not order again.,negative,-1,16
